dataset,scheme,epsilon,attack_type,direction,malicious_ratio,lambda,true_triangle_count,avg_estimated_triangle_count,relative_signed_error,mre,finished,log_file
IMDB,CaliToLS,2,scale,increase,0.13,1,,,,82.074383,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_increase_mr0.13_lambda1.log
IMDB,CaliToLS,2,scale,increase,0.15,1,,,,94.806185,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_increase_mr0.15_lambda1.log
IMDB,CaliToLS,2,scale,increase,0.18,1,,,,113.967547,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_increase_mr0.18_lambda1.log
IMDB,CaliToLS,2,scale,increase,0.20,1,,,,126.699350,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,0.5,clean,none,0,0,,,,36.417865,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_clean.log
IMDB,CaliToTrunc,0.5,count,decrease,0.03,1,,,,36.411019,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,0.5,count,decrease,0.05,1,,,,36.406740,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,0.5,count,decrease,0.08,1,,,,36.401605,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,0.5,count,decrease,0.10,1,,,,36.399893,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,0.5,count,decrease,0.13,1,,,,36.397326,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,0.5,count,decrease,0.15,1,,,,36.392191,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,0.5,count,decrease,0.18,1,,,,36.386200,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,0.5,count,decrease,0.20,1,,,,36.383633,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,0.5,count,increase,0.03,1,,,,36.424711,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,0.5,count,increase,0.05,1,,,,36.428990,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,0.5,count,increase,0.08,1,,,,36.434125,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,0.5,count,increase,0.10,1,,,,36.435837,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,0.5,count,increase,0.13,1,,,,36.438404,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_increase_mr0.13_lambda1.log
IMDB,CaliToTrunc,0.5,count,increase,0.15,1,,,,36.443539,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_increase_mr0.15_lambda1.log
IMDB,CaliToTrunc,0.5,count,increase,0.18,1,,,,36.449529,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_increase_mr0.18_lambda1.log
IMDB,CaliToTrunc,0.5,count,increase,0.20,1,,,,36.452097,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_count_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,decrease,0.03,1,,,,36.161125,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,decrease,0.05,1,,,,35.989966,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,decrease,0.08,1,,,,35.733226,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,decrease,0.10,1,,,,35.593044,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,decrease,0.13,1,,,,35.527091,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,decrease,0.15,1,,,,35.527091,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,decrease,0.18,1,,,,35.527091,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,decrease,0.20,1,,,,35.527091,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,increase,0.03,1,,,,36.674604,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,increase,0.05,1,,,,36.845764,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,increase,0.08,1,,,,37.102503,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,increase,0.10,1,,,,37.273663,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,increase,0.13,1,,,,37.530402,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_increase_mr0.13_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,increase,0.15,1,,,,37.701562,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_increase_mr0.15_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,increase,0.18,1,,,,38.064142,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_increase_mr0.18_lambda1.log
IMDB,CaliToTrunc,0.5,fixed,increase,0.20,1,,,,38.441848,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_fixed_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,0.5,scale,decrease,0.03,1,,,,73.838491,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,0.5,scale,decrease,0.05,1,,,,126.198583,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,0.5,scale,decrease,0.08,1,,,,205.923444,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,0.5,scale,decrease,0.10,1,,,,259.073351,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,0.5,scale,decrease,0.13,1,,,,338.751751,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,0.5,scale,decrease,0.15,1,,,,389.903891,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,0.5,scale,decrease,0.18,1,,,,469.535832,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,0.5,scale,decrease,0.20,1,,,,522.314061,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,0.5,scale,increase,0.03,1,,,,86.888864,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,0.5,scale,increase,0.05,1,,,,135.462497,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,0.5,scale,increase,0.08,1,,,,215.187358,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,0.5,scale,increase,0.10,1,,,,268.337265,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,0.5,scale,increase,0.13,1,,,,348.015665,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_increase_mr0.13_lambda1.log
IMDB,CaliToTrunc,0.5,scale,increase,0.15,1,,,,399.167805,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_increase_mr0.15_lambda1.log
IMDB,CaliToTrunc,0.5,scale,increase,0.18,1,,,,478.799746,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_increase_mr0.18_lambda1.log
IMDB,CaliToTrunc,0.5,scale,increase,0.20,1,,,,531.577975,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps0.5_scale_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,1,clean,none,0,0,,,,8.360038,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_clean.log
IMDB,CaliToTrunc,1,count,decrease,0.03,1,,,,8.353192,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,1,count,decrease,0.05,1,,,,8.348913,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,1,count,decrease,0.08,1,,,,8.343778,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,1,count,decrease,0.10,1,,,,8.342067,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,1,count,decrease,0.13,1,,,,8.339499,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,1,count,decrease,0.15,1,,,,8.334364,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,1,count,decrease,0.18,1,,,,8.328374,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,1,count,decrease,0.20,1,,,,8.325806,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,1,count,increase,0.03,1,,,,8.366885,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,1,count,increase,0.05,1,,,,8.371164,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,1,count,increase,0.08,1,,,,8.376298,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,1,count,increase,0.10,1,,,,8.378010,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,1,count,increase,0.13,1,,,,8.380577,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_increase_mr0.13_lambda1.log
IMDB,CaliToTrunc,1,count,increase,0.15,1,,,,8.385712,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_increase_mr0.15_lambda1.log
IMDB,CaliToTrunc,1,count,increase,0.18,1,,,,8.391703,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_increase_mr0.18_lambda1.log
IMDB,CaliToTrunc,1,count,increase,0.20,1,,,,8.394270,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_count_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,1,fixed,decrease,0.03,1,,,,8.232349,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,1,fixed,decrease,0.05,1,,,,8.242383,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,1,fixed,decrease,0.08,1,,,,8.327963,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,1,fixed,decrease,0.10,1,,,,8.441807,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,1,fixed,decrease,0.13,1,,,,8.662630,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,1,fixed,decrease,0.15,1,,,,8.833790,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,1,fixed,decrease,0.18,1,,,,9.129635,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,1,fixed,decrease,0.20,1,,,,9.447452,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,1,fixed,increase,0.03,1,,,,8.649192,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,1,fixed,increase,0.05,1,,,,8.909865,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,1,fixed,increase,0.08,1,,,,9.465702,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,1,fixed,increase,0.10,1,,,,9.922127,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,1,fixed,increase,0.13,1,,,,10.606766,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_increase_mr0.13_lambda1.log
IMDB,CaliToTrunc,1,fixed,increase,0.15,1,,,,11.091919,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_increase_mr0.15_lambda1.log
IMDB,CaliToTrunc,1,fixed,increase,0.18,1,,,,11.909688,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_increase_mr0.18_lambda1.log
IMDB,CaliToTrunc,1,fixed,increase,0.20,1,,,,12.480220,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_fixed_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,1,scale,decrease,0.03,1,,,,17.013208,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,1,scale,decrease,0.05,1,,,,28.953448,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,1,scale,decrease,0.08,1,,,,47.185275,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,1,scale,decrease,0.10,1,,,,59.469945,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,1,scale,decrease,0.13,1,,,,77.770658,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,1,scale,decrease,0.15,1,,,,89.389430,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,1,scale,decrease,0.18,1,,,,107.804953,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,1,scale,decrease,0.20,1,,,,119.951850,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,1,scale,increase,0.03,1,,,,19.687951,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,1,scale,increase,0.05,1,,,,30.839598,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,1,scale,increase,0.08,1,,,,49.071425,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,1,scale,increase,0.10,1,,,,61.356095,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,1,scale,increase,0.13,1,,,,79.656808,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_increase_mr0.13_lambda1.log
IMDB,CaliToTrunc,1,scale,increase,0.15,1,,,,91.275579,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_increase_mr0.15_lambda1.log
IMDB,CaliToTrunc,1,scale,increase,0.18,1,,,,109.691103,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_increase_mr0.18_lambda1.log
IMDB,CaliToTrunc,1,scale,increase,0.20,1,,,,121.838000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps1_scale_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,2,clean,none,0,0,,,,1.555052,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_clean.log
IMDB,CaliToTrunc,2,count,decrease,0.03,1,,,,1.545923,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,2,count,decrease,0.05,1,,,,1.540947,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,2,count,decrease,0.08,1,,,,1.538632,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,2,count,decrease,0.10,1,,,,1.538062,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,2,count,decrease,0.13,1,,,,1.537206,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,2,count,decrease,0.15,1,,,,1.535495,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,2,count,decrease,0.18,1,,,,1.533927,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,2,count,decrease,0.20,1,,,,1.533927,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,2,count,increase,0.03,1,,,,1.564180,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,2,count,increase,0.05,1,,,,1.569886,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,2,count,increase,0.08,1,,,,1.576732,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,2,count,increase,0.10,1,,,,1.579014,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,2,count,increase,0.13,1,,,,1.582437,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_increase_mr0.13_lambda1.log
IMDB,CaliToTrunc,2,count,increase,0.15,1,,,,1.590124,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_increase_mr0.15_lambda1.log
IMDB,CaliToTrunc,2,count,increase,0.18,1,,,,1.600108,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_increase_mr0.18_lambda1.log
IMDB,CaliToTrunc,2,count,increase,0.20,1,,,,1.604387,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_count_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,2,fixed,decrease,0.03,1,,,,1.633143,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,2,fixed,decrease,0.05,1,,,,2.121693,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,2,fixed,decrease,0.08,1,,,,3.346119,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,2,fixed,decrease,0.10,1,,,,4.201917,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,2,fixed,decrease,0.13,1,,,,5.485614,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,2,fixed,decrease,0.15,1,,,,6.341412,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,2,fixed,decrease,0.18,1,,,,7.625109,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,2,fixed,decrease,0.20,1,,,,8.480907,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,2,fixed,increase,0.03,1,,,,2.109821,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,2,fixed,increase,0.05,1,,,,2.678001,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,2,fixed,increase,0.08,1,,,,3.698607,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,2,fixed,increase,0.10,1,,,,4.473789,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,2,fixed,increase,0.13,1,,,,5.671906,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_increase_mr0.13_lambda1.log
IMDB,CaliToTrunc,2,fixed,increase,0.15,1,,,,6.495559,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_increase_mr0.15_lambda1.log
IMDB,CaliToTrunc,2,fixed,increase,0.18,1,,,,7.779256,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_increase_mr0.18_lambda1.log
IMDB,CaliToTrunc,2,fixed,increase,0.20,1,,,,8.635054,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_fixed_increase_mr0.20_lambda1.log
IMDB,CaliToTrunc,2,scale,decrease,0.03,1,,,,3.412872,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_decrease_mr0.03_lambda1.log
IMDB,CaliToTrunc,2,scale,decrease,0.05,1,,,,5.766288,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_decrease_mr0.05_lambda1.log
IMDB,CaliToTrunc,2,scale,decrease,0.08,1,,,,9.267713,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_decrease_mr0.08_lambda1.log
IMDB,CaliToTrunc,2,scale,decrease,0.10,1,,,,11.609650,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_decrease_mr0.10_lambda1.log
IMDB,CaliToTrunc,2,scale,decrease,0.13,1,,,,15.122555,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_decrease_mr0.13_lambda1.log
IMDB,CaliToTrunc,2,scale,decrease,0.15,1,,,,17.441531,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_decrease_mr0.15_lambda1.log
IMDB,CaliToTrunc,2,scale,decrease,0.18,1,,,,20.942956,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_decrease_mr0.18_lambda1.log
IMDB,CaliToTrunc,2,scale,decrease,0.20,1,,,,23.273413,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_decrease_mr0.20_lambda1.log
IMDB,CaliToTrunc,2,scale,increase,0.03,1,,,,3.756460,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_increase_mr0.03_lambda1.log
IMDB,CaliToTrunc,2,scale,increase,0.05,1,,,,5.933869,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_increase_mr0.05_lambda1.log
IMDB,CaliToTrunc,2,scale,increase,0.08,1,,,,9.421860,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_increase_mr0.08_lambda1.log
IMDB,CaliToTrunc,2,scale,increase,0.10,1,,,,11.763796,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_increase_mr0.10_lambda1.log
IMDB,CaliToTrunc,2,scale,increase,0.13,1,,,,15.276701,1,results_laplace_all_attacks_IMDB/IMDB_CaliToTrunc_eps2_scale_increase_mr0.13_lambda1.log
